"id";"name";"type";"lookface";"mapid";"cellx";"celly";"life";"maxlife";"base";"sort"
30125;"GreenSnake";2;7410;1063;87;44;0;0;0;0
30168;"Yougo";2;8430;1077;547;193;0;0;0;0
300651;"Explorer";2;9100;1077;360;8;0;0;0;0
1500;"Matchmaker";2;1710;1102;95;60;0;0;0;0
300652;"MineSupervisor";2;9110;1210;717;1036;0;0;0;0
300653;"Grandpa";2;9120;1212;381;32;0;0;0;0
3000;"DoctorHolt";2;6900;1213;474;255;0;0;0;0
4100;"Pharmacist";1;30;1213;468;251;0;0;0;0
4101;"Warehouseman";3;86;1213;425;269;0;0;0;1
300655;"OldExplorer";2;9140;1216;9;478;0;0;0;0
300654;"Boatman";2;9130;1219;381;32;0;0;0;0
1153;"EastGeneral";2;6530;1351;488;372;0;0;0;0
1154;"WestGeneral";2;6540;1352;670;468;0;0;0;0
1155;"SouthGeneral";2;6550;1353;788;545;0;0;0;0
1156;"NorthGeneral";2;6560;1354;900;677;0;0;0;0
3113;"Lamp";26;10;1511;41;61;0;0;1;1
3114;"LowShelf";26;21;1511;44;50;0;0;2;1
3115;"Cabinet";26;37;1511;37;54;0;0;3;1
3116;"BombeChest";26;51;1511;45;42;0;0;5;1
3117;"RosewoodCabinet";26;61;1511;38;35;0;0;6;1
3118;"HighCabinet";26;71;1511;51;38;0;0;7;1
3119;"FoldingScreen";26;81;1511;44;58;0;0;8;1
3120;"Dresser";26;91;1511;52;50;0;0;9;1
3121;"BasinRack";26;101;1511;56;44;0;0;10;1
3122;"Chair";26;111;1511;52;58;0;0;11;1
3123;"EndTable";26;121;1511;56;59;0;0;12;1
3124;"ItemBox";2;8200;1511;62;54;0;0;0;0
3125;"HighShelf";26;41;1511;37;42;0;0;4;1
3601;"Arthur";2;2177;1700;607;637;0;0;0;0
3602;"Bryan";2;2180;1700;609;633;0;0;0;0
3603;"Angela";2;2190;1700;611;638;0;0;0;0
3604;"Bruce";2;2200;1700;601;641;0;0;0;0
3605;"EarthSeal";2;2210;1700;444;878;0;0;0;0
3606;"WaterSeal";2;2220;1700;883;447;0;0;0;0
3607;"FireSeal";2;2230;1700;920;929;0;0;0;0
3608;"SatanSeal";2;2240;1700;331;340;0;0;0;0
3609;"CleansingStove";2;2250;1700;715;744;0;0;0;0
3615;"AndrewCurse";2;2277;1700;271;721;0;0;0;0
3616;"AndrewCurse";2;2277;1700;338;580;0;0;0;0
3617;"PeterCurse";2;2287;1700;286;722;0;0;0;0
3618;"PeterCurse";2;2287;1700;339;592;0;0;0;0
3619;"PhilipCurse";2;2290;1700;411;596;0;0;0;0
3620;"PhilipCurse";2;2290;1700;447;757;0;0;0;0
3621;"PhilipCurse";2;2290;1700;525;687;0;0;0;0
3622;"TimothyCurse";2;2307;1700;660;441;0;0;0;0
3623;"Stanley";1;2350;1700;617;639;0;0;0;0
3626;"TimothyCurse";2;2307;1700;731;478;0;0;0;0
3627;"TimothyCurse";2;2307;1700;695;557;0;0;0;0
3628;"DaphneCurse";2;2310;1700;651;341;0;0;0;0
3629;"DaphneCurse";2;2310;1700;731;313;0;0;0;0
3630;"VictoriaCurse";2;2327;1700;680;919;0;0;0;0
3631;"VictoriaCurse";2;2327;1700;591;974;0;0;0;0
3632;"VictoriaCurse";2;2327;1700;790;979;0;0;0;0
3633;"WayneCurse";2;2336;1700;635;340;0;0;0;0
3634;"WayneCurse";2;2330;1700;729;298;0;0;0;0
3635;"TheodoreCurse";2;2346;1700;956;789;0;0;0;0
3636;"TheodoreCurse";2;2346;1700;923;724;0;0;0;0
3637;"TheodoreCurse";2;2346;1700;985;593;0;0;0;0
1613;"BlueMouse";2;6890;2001;81;81;0;0;0;0
1612;"BlueMouse";2;6890;2003;43;61;0;0;0;0
1617;"BlueMouse";2;6890;2004;68;90;0;0;0;0
1614;"BlueMouse";2;6890;2006;104;85;0;0;0;0
1616;"BlueMouse";2;6890;2009;96;117;0;0;0;0
1615;"BlueMouse";2;6890;2011;109;126;0;0;0;0
31;"GeneralBravery";2;310;5000;28;82;0;0;0;0
32;"GeneralWinner";2;320;5000;32;78;0;0;0;0
145;"GeneralWinner";2;320;5000;35;78;0;0;0;0
146;"GeneralWinner";2;320;5000;37;78;0;0;0;0
2888;"VIPSHOP";1;1390;5000;100;100;0;0;0;1
3640;"Luna";2;8040;5000;39;89;0;0;0;0
3641;"Luna";2;8040;5000;40;89;0;0;0;0
3642;"Luna";2;8040;5000;41;89;0;0;0;0
3643;"Luna";2;8040;5000;42;89;0;0;0;0
3644;"Luna";2;8040;5000;43;89;0;0;0;0
3645;"Luna";2;8040;5000;44;89;0;0;0;0
3646;"Luna";2;8040;5000;45;89;0;0;0;0
3647;"Luna";2;8040;5000;46;89;0;0;0;0
3648;"Luna";2;8040;5000;47;89;0;0;0;0
3649;"Luna";2;8040;5000;48;89;0;0;0;0
3650;"Luna";2;8040;5000;49;89;0;0;0;0
3666;"Luna";2;8040;5000;39;88;0;0;0;0
3667;"Luna";2;8040;5000;40;88;0;0;0;0
3668;"Luna";2;8040;5000;41;88;0;0;0;0
3669;"Luna";2;8040;5000;42;88;0;0;0;0
3670;"Luna";2;8040;5000;43;88;0;0;0;0
3671;"Luna";2;8040;5000;44;88;0;0;0;0
3672;"Luna";2;8040;5000;45;88;0;0;0;0
3673;"Luna";2;8040;5000;46;88;0;0;0;0
3674;"Luna";2;8040;5000;47;88;0;0;0;0
3675;"Luna";2;8040;5000;48;88;0;0;0;0
3676;"Luna";2;8040;5000;49;88;0;0;0;0
3677;"Luna";2;8040;5000;50;88;0;0;0;0
7212;"null";2;8530;5000;110;60;0;0;0;0
10061;"CaptainFang";2;5006;5000;125;125;0;0;0;0
20060;"ArenaGuard";2;260;5000;30;78;0;0;0;0
20090;"ArenaGuard";2;260;5000;32;78;0;0;0;0
20120;"ArenaGuard";2;260;5000;34;78;0;0;0;0
30087;"Druggist";2;7220;5000;52;56;0;0;0;0
30122;"Tientsin";2;7520;5000;58;59;0;0;0;0
600067;"Emily";2;6303;5000;27;77;0;0;0;0
42;"Warden";2;380;6000;25;68;0;0;0;0
140;"Warden";2;1160;6001;25;70;0;0;0;0
6002;"Warden";2;6510;6002;25;68;0;0;0;0
420;"Warden";2;380;6010;25;68;0;0;0;0
